,user_id,name,review_count,average_stars
6677,BrUMykBXtc2H2Z6RYKWWAw,Suprena,13,4.15
6678,nhs5Tu98eG1KqAL3uypIeg,Doris,99,4.25
6679,AGMW3vSWeZ1Ox1reNVHInw,Dean,43,3.2
6680,tiDehy31OYZZax5NEEUlsg,Jess,21,3.23
6681,HyE48aMA0-OAzVKmrnSg8A,Olivia,102,4.25
6682,jswzyzjyfWQ7SSGgywKVWg,Jodie,27,4.04
6683,DZzLbKnt6aZiS68jQrLlcw,Perkins,28,3.14
6684,Ns7JZ_BvgI9S6-Rbck4EuQ,Ferzeen,94,4.29
6685,ye-ocC8BfSS7zzW6QOwJiQ,Dana,97,3.38
6686,5_GK6YXHdOlmCtggB0JlPQ,Cher,108,3.93
6687,t9iAFAhUfHz_amfQPCUHSQ,Chris,46,3.53
6688,5nd9UFG5AY_PEsUYZoCKJg,Dave,359,3.54
6689,w5BMenpYCfjlMPBMDkuHPA,Stephanie,46,3.94
6690,SZ3ugcHhDfioO-grG-Kh8w,Nastay,78,3.51
6691,ZUV0Py-hd84VOZyVHbVcAA,Kathleen,217,3.52
6692,QO373fqoVVYBqF5cuC7ekA,Saadiya,107,4.1
6693,U85MLgBTeIf6QHaaRsOPpA,Kristine,191,4.14
6694,z97BSU8brvmANyf6LmPsmQ,Justin,73,3.91
6695,OVQuFp-DL-JZv_ld3G0R1g,Peter,156,3.97
6696,YSxzcMGSJpgvXQINbGUiIw,Maddy,98,4.87
6697,DNCOrYl1Ts59uRmofY8YfA,Ayla,145,3.74
6698,NajX5fDsuIVzbRCKMh24Mw,Harriett,429,2.86
6699,CFIwHxvY_OzqQukeMfzOkw,Tiziana,13,3.36
6700,ySGiyDhwu0DbPmTJTj1LIA,Alayna,83,4.6
6701,FW-Ua5NLG9DSlg5vpojkYw,Alicia,18,4.17
6702,L7kl-cHM2044dW6pvzgYzw,Joseph,158,4.15
6703,Nd9V0NC_FKC4sWP_Oxuuhw,Garrett,228,4.11
6704,D9GvEwGme8fNP4wXyIvcvg,Jason,60,4.36
6705,TExj5cyhpYqe-zPKWGQaNA,Eddie,588,3.71
6706,f2DoVGoxI0-GFcJ5D5642Q,James,194,4.37
6707,y8k7pqxQtvIURFW1rqk2_w,Lindsey,32,3.7
6708,aAoWA14TW5TbexwIZ7UBMA,Amanda,174,3.91
6709,yEzVr4t7Tpd7CepxWr79rA,Rina,194,4.22
6710,yO0dhfrixi2hJ36aE1OqdQ,Lindsey,192,4.18
6711,f0FI3RYJ6h5EIow-0HjmCA,Keneshia,167,3.97
6712,TkFfkUhNLczx5LB-uR9qaw,Tina,453,4.5600000000000005
6713,TSg7QXEzlATI1yBEgpz8Zw,Dana,7,4.14
6714,gimnR1kF75p-6zK2mRSS6w,Megan,25,4.19
6715,8J8cBUkbpUFzmWWAWM0OHg,Nory,78,3.89
6716,zIPPBYio2D6DER24Hg8DnA,Marcio,90,4.41
6717,oj3wgFEndmGIbld-T7bRcg,Lisa,44,3.72
6718,Hx2ZAO8gEukYHPs_oaO_7Q,Quana,46,4.14
6719,_XhEbSUibYQ7XVkEAB8V5A,Andy,32,3.76
6720,TbyK4eJX033Sv7KX1MAV_A,Jim,32,3.67
6721,ovpj9rUjj_SpDBGwaFWoQg,Marv,256,4.01
6722,nhELxoEkZB63o8wHAeKkig,Emily,86,4.13
6723,Rpqf0uVt6XENIvrbaSciiA,Sanna,99,3.31
6724,RkY3bDoxG4a1FSA_tuD3Eg,Suji,324,4.09
6725,FDNFzcsE2WI3Qd2UEjGp6A,Aspyn,49,4.4
6726,8PAESvUTNc8vtTTZs_QAaw,Kevin,22,3.45
6727,DbiZXAui0L2LGHB5E0blrw,Janet,81,3.99
6728,7ta7cumHAekd3_bNMbUOSw,Shaun,118,4.05
6729,ufco-sxD9Org0AMxagNgQw,Shawn,813,4.52
6730,7bvU6GkGa8fLF0f6wSjIMQ,Krista,286,4.21
6731,dSyYJrtY70WubvQZRIgy3w,Anna,41,4.43
6732,rNRT0YHJsEeIH7_AUCsLWA,Victoria,56,3.68
6733,TODkCka2BxTZALljccRU5Q,Greg,20,3.95
6734,jZdNdhr5h1TRTcDsGP2FoQ,Dawn,47,3.5
6735,LwxisqH2Qk_BKeQ7G5T7vg,Jimi,269,4.16
6736,nOb0s8nCj6qHMUkYsQLLtg,Jamya,40,3.91
6737,Hxuil5JKAfI8TilSctya8w,Melissa,102,3.6
6738,2gyrlO8oOuGf5JMOeD_4-w,Jeannie,138,4.06
6739,UZ8_xqhiguIYb9Lu2Wu8og,Ken,562,3.99
6740,eXych7LFgg5uI6VaRAUW2w,Jessica,243,3.94
6741,cw7lhK3bZuTWpmNbcvu6MA,Kilbert,98,4.2
6742,8rtm9W7_makT1MX7ozZrnA,Amanda,37,4.14
6743,4RNW59HlCcxVggfaSBiyPg,Kami,267,4.26
6744,XP_3dhwnBzgtOqENm4e6lA,Mary,35,4.11
6745,PfN6VuZiKhMd1sg3bmUKlA,Michael,45,4.06
6746,BwNM3dlXVMoVzgQwCdx97Q,Anna,153,3.72
6747,9LDUIPjPuspMwL8Ordjc4Q,Alisha,243,3.92
6748,Cfown6roL150VwF0_-VqQA,Lyn,82,3.76
6749,7vx728cQ5B_c1dA07Hzp-A,Brandi,5,3.4
6750,vHbugOog4cQlY5yPSGLqhA,Myranda,141,4.19
6751,vOJo2x_vblf6Jtcrv0dc6A,Sharon,440,3.4
6752,ctgPXpW4NitQisBWHaS1YA,Robin,125,4.39
6753,OUD1t1__WFnaodS4y6o28g,Minna,218,3.41
6754,pHBa2P8aSaisQFwTjniPBA,Matthew,250,4.02
6755,RnPosmsZyoq2qe8oOyh-kw,Patricia,168,3.27
6756,46nD6kcP-KZXsEyfP0etmQ,Catherine,365,4.19
6757,EcdjtQ3sfpKSp-j4LM3aPw,Vicki,454,3.83
6758,HOf6o4HKDFs_CvZAu5Xgzg,Nima,181,4.14
6759,lhxw-SrSgE9CycFdIxlaEg,Andrea,404,4.51
6760,1LIf1KxsMpwXSUMrEDQGog,Sara,339,4.78
6761,nONsoxgKVx_jFfmQH6TYNg,Leslie,461,4.01
6762,iOQRAYKseWzeDrFI0h_TjQ,Gabrielle,458,4.2
6763,AhxrQ0zYajh9PK3JFU0b2g,Grace,40,2.08
6764,-puea0ToOJktj_Lkt4PBOg,Anahita,84,3.95
6765,yKis4vn4DOl8Owr8b0FSFA,Peter,162,3.93
6766,_KeAuX2sKECc9p-19uYB7A,Alicia,82,3.81
6767,1nzwZCGXWJ_sZ24KuW-VtQ,Adam,166,4.22
6768,V-y8jqK18Ld3WebFXcvOKw,Little Megan,18,4.22
6769,5J9N4ol0ho5_oDB7x4JrKg,Mark,361,3.49
6770,H5LooQ9dfSGp90xwbt9cyg,Philip,85,4.54
6771,-H2tgTiYssSq24LPWTfleQ,Alyssa,23,3.85
6772,gmCK2ARSx22S_4_RQF9Jwg,Wendy,309,3.8
6773,-MeResg7zWIywg7JwuMvaw,Kimberly,129,3.5
6774,0_fXYw8-GRy0eTar6j_7mw,Keith,80,4.31
6775,_VlVnWWHP2Ked2ijORbouA,Laura,20,4.05
6776,VdxYTnX6C6lS6E_CpJQbhQ,Mechelle,20,3.67
6777,jofRlWezV7QJpCjBGRXnEg,Nancy,205,3.86
6778,w2-mJdU8xigRIGWeJiJ6fQ,Ken,179,3.68
6779,IXVU0w1TIPFxLDm7b6tUIg,Amber,279,4.23
6780,YgMjWahfUzJgg5aehgUdqg,Kim,93,2.95
6781,jOZv94actrcZwlJdIgyjeg,Ariona,117,4.12
6782,BzcmpT8VXtOiA7so4eZCaQ,Becky,439,3.92
6783,ya9s4W4t3qMbRBjiTvNKMQ,Ali,116,4.85
6784,lRa8LUtA5DMrkTu3NpNNlA,Malicity,12,4.69
6785,8OHoyl-r0TW851Z6kbdOMA,Nik,224,4.43
6786,ibUCNfiS-Rc7zopT8OFjHA,Oluseyi,95,3.48
6787,MU13XY9f1Ex-rYepdIwT-g,Jason,80,2.99
6788,x0PcPDpsloqwGtFf1q2lgA,Todd,31,1.81
6789,oo-sGGVCD5_7uDcF4eW5YQ,Paula,8,4.33
6790,VKOiEMaDnR41oA3Dw0mosg,Heidi,57,4.33
6791,gYkMFNXLWqy6DQXLyKg3OQ,Catherine,6,4.63
6792,qqcGSHjhajLWrUtpL-ScOQ,Michael,650,4.11
6793,MvrGDIrZv8pL_NYWrb9fLw,Gary,85,3.94
6794,GNvM_YhCnUSML6PzfZnQYg,Travis,61,4.17
6795,FTKijRRRZoOth2M42CyW3w,Al,85,3.41
6796,VeGMVV1CqRwOvJGUYq_Jhg,Rob,127,3.71
6797,OLzWggaDiPkZeTIlzMoeqA,Holli,16,2.31
6798,X66bhlWD0r9VjTQB3140qQ,Lori,211,4.09
6799,-RXXJeHviyE3kdZFtT3r7g,Suzanne,80,3.72
6800,VFi49jfNoR5YJyOLDF3pcA,Taylor,131,3.99
6801,SEhK1KD9P50ihin362f8vw,Todd,5,3.0
6802,_p79nrQrNIqcH1qQKux-QA,Shanda,27,4.47
6803,V-jiTqYCFl0Tdxg8cmx1NQ,Gia,365,3.98
6804,z9uH-4RVczgbl5PCripCgw,Lyle,239,4.32
6805,i37jmCGwT4bJ45ATVF5JQw,Christine,54,4.61
6806,m3ukIzoOjLso5QUWMNcGrg,Kevin,118,4.31
6807,eBnedff2L15dAxfD_btx-Q,Greg,429,3.7
6808,e2LntBSqQ4KPtO4UJxCNkQ,Esther,113,4.18
6809,kxb4MsZiATsxKYfX95xygw,Nooshin,74,4.37
6810,f8et0y3ymzMAHCEE49tXcw,Niki,50,4.13
6811,_IT1Mv_-9pYdpuctQDGKuQ,Jane,36,2.9
6812,FwZxMTsQeJ23cSaf70N-NA,Letty,31,4.61
6813,pF5w_mwgUMqa7dmjF0NLEg,Mark,18,4.17
6814,Jt-cbfusPPrSsFsE9JMwWQ,Melanie,23,4.04
6815,1AYBTGiBczgCQCp9qPGSpA,Kyle,44,2.76
6816,gU7qoZYPUr8Q2BB4CK8fgQ,Richard,105,4.15
6817,Wgmpbw5L2CPJM_f6XRuEFw,Raina,75,3.74
6818,Up-oM-OL17jDjn0GxtwH1Q,Jessie,187,4.01
6819,4a7y9WOKYJmx5Hk_aUhmgg,Lindy,144,3.76
6820,_I5yBAm4IAayT3kqX1qURg,Em,239,4.31
6821,ZOs2KHNdhO__7mIgAOMW4w,Geoffrey,83,3.74
6822,CZTMI8UZPi-FJChaY2sPxg,Brittany,13,4.54
6823,IOoR8_05eltJPEvwSDCZjw,Betsy,622,4.07
6824,JVmWSqJowa0iLGppmrpsQg,Mackenzie,36,4.59
6825,Mx_indfcc71wNSTbow-uUw,Yann,21,4.0
6826,1cVxEC8--xQ5J1ESVlbfug,Victor,66,4.61
6827,whf02yAsGdZfEEGMZtb9HQ,Jill,495,3.61
6828,_w0xsy33d1nrM5GjRi9Q9Q,Scott,163,4.13
6829,d5bqRsw4CGukrT_lLYtGDA,Kimberly,103,4.47
6830,HiRGRdbSbR7btUmWuZ4_IQ,Colette,108,4.28
6831,Mt_Ep4SIjlv193OSI26MxA,Colleen,46,4.06
6832,m2BVQanoUOrtJc5_GYch2w,Melody,37,3.86
6833,W3wgif6YiYolHlCoYB0Oeg,Nancy,28,4.0
6834,uf9n7wNGIvF7hEVnlR8U1A,Ann,9,4.5600000000000005
6835,4xcjS_64MEHfO4sngneFEQ,Annah,287,4.09
6836,Wb_tPrWXXEt61EtoGAe7ww,Jo,10,3.82
6837,Wt16yqsJAy2XYQyJ6mhsJw,Morgan,144,3.79
6838,RopZrs9Z1LB24xO71uAetA,Brian,176,4.68
6839,Z3nwYQzDUimoUl8LNDIxjQ,Nancy,947,4.11
6840,KPt2FJerntp3hroOBbTKZQ,Bill,62,4.19
6841,G6Iw3ceKZKy8GTasMmryPA,Amanda,76,4.55
6842,FN63ATmm5onD_V1ofeyfvQ,Charmayne,8,3.63
6843,z80btk0HMAp3qwTgg9mhzA,Giovanna,17,4.67
6844,seoTkE0eE-u2vj-C76_uCw,Nikki,12,3.69
6845,AUX8lphqZY4T6NXr2hrCLA,Megan,214,4.11
6846,iDUvlIbGobH7K_ucTWr_Vg,Mimi,33,3.7
6847,fDBZPiu8aYEM2XgVDqYh1w,Paul,27,4.04
6848,CqQuA6sT1_CmNJWR3qkzeg,Paul,469,4.37
6849,kUnqndcZ1hbX-wdFoS6coQ,Alexa,61,4.03
6850,iLcqW1MtqqnoFvJkNIe5xg,Christopher,18,3.8
6851,iufxZZ67gm68hoc95nZCww,Chelsea,66,3.5
6852,AeiwVofjT08y0OXwqo1tzw,Nat,329,3.84
6853,2z33HuYX4ozoLjcsw57XQQ,David,53,3.15
6854,zv1KVK9Pe8yorC512JAloQ,Nikki,367,4.04
6855,j1uGBey6CkyntcjlkpOq8g,Chris,112,4.5
6856,trHMVxAoF2lnls79dkuxxw,Jesse,82,3.79
6857,Pa4TpwjMxahkrV-Ib7b7iA,LK,11,5.0
6858,qCu_bt6LmIUex2YnjPgTvA,Lacey,87,4.51
6859,fvB24qE5UVKuGH5aDAqcVQ,Rachel,52,4.54
6860,eO44bB4QY0GOYwkC0DRopw,Brianna,117,4.09
6861,Zzagn2Xg7sIcPeoP5TZ8OA,Rahimah,261,4.02
6862,SrfDRvGKI8FQq9LCr0dQuQ,Meagan,297,3.7
6863,AqFead92TBIXAH48hhna7Q,Sarah,58,4.08
6864,YGuHDzjNt0znsGEf3LaKPg,Michael,40,4.5600000000000005
6865,GL18myzHd62C39MrHdBXQw,Abdou,106,4.18
6866,BFfvSFkNaeuK50n477-sGQ,Foodie,36,3.58
6867,-x0U0dtkEcrf1i1myl7_XQ,Ghes,44,4.39
6868,wcvgmAImcNyvC1Tu9ghplQ,Ellen,20,4.35
6869,dZu59DZ7zXoDJuvNDK-A0g,Dan,159,4.05
6870,yG1q9kH2Zj4OeWusHMQmSw,Marissa,63,3.86
6871,yfl8eD7wX4FTlIK2cW77Rw,Marla,236,4.17
6872,hmUTJKOaB0vI19IRNxELjg,Katie,186,4.76
6873,PvWMyIIjwSTyiGDX2DqrgA,Juls,277,4.08
6874,uSwOsbBoDuPvDnHC6pE_tw,Candace,54,4.29
6875,OA_9Ucc5N-60vtA6iOPAOw,Heather,37,3.18
6876,b7Wmb1hn_6f17p-5H8tPkA,Monica,68,3.72
6877,NQOlgF9pUTZb8RgJy-cQNQ,Paula,148,3.5700000000000003
6878,veBX5roHQLNnQ1rTtNh_gg,Kim,114,4.07
6879,TViSCIrGRBaI_8IApFhMTw,Deanna,47,3.7
6880,XJ7HpUQpn8KwjLoGCXlkaA,Eden,69,3.93
6881,Sv9YR0OGlhz-N67rmjZOWQ,Sam,83,3.56
6882,8H3W2F7jrM-VaKY7Cp_wiQ,Rachel,34,4.35
6883,ZUsXWrN8bf9FGsSRqqREwQ,Henrietta,20,4.8
6884,12icG6GeSG6qWnHspF0tHQ,Tee,63,4.08
6885,0B16UFw1UXQx0qw2OdJefg,Clint,65,3.42
6886,u4DLWfIWkYyLLkFewriykQ,Martin,374,4.5
6887,ViBhZ0_O3agdkx70LC4UCA,Andrew,44,4.27
6888,yaPtqlclr-iTIU2tKVCSMA,James,120,4.03
6889,ZQQ-UkzlN8SoMwtSBUlXBA,Susie,273,4.2
6890,39GVtGEKHAYfXx1Aq4Aq3g,Nadine,26,4.59
6891,IshZtysUrYun-78EeCP90g,Cheesecake215,11,3.27
6892,xHeS6p-HAv19lDUkKCqzgw,David,22,3.24
6893,Afz4IRJwW_iNqf0qy7dH-w,Carrie,7,4.71
6894,C673DvBKNcFcY-GamoLVSg,Wendy,5,2.8
6895,FveyfRryYha1_mawdNCWUg,Nacole,10,4.7
6896,DT9FtKqH02RsVU-Myn1ZDA,Peter,60,3.33
6897,ksgBa_E7mdkWnqV_lU8SAQ,Kassidy,95,4.17
6898,5mYd9sVvHLs6B6r9lWQpkw,Candace,128,4.39
6899,KSptwgNLNSwdodCPhWF4Ew,Priya,143,3.88
6900,f3ZBI7v6aLOCecagnx3uMQ,YangHwa,134,4.54
6901,wNI_XSx3kebhS7PmiEeJkA,Leah,68,4.19
6902,0W_VmLM8r9KMe1-JmZWPJQ,Ryan,19,3.1
6903,JYF1ugu4-JfUIghBejjWFQ,Ana,281,4.19
6904,uABgKX42VTRqGDUhSC_3mg,Adam,436,3.88
6905,KsKF3SFHjm0Y4aiAFHQQJQ,Kate,26,4.36
6906,bmsWA58QRgXPAwYDieCpMQ,Kolbie,27,3.14
6907,e3mKuoKQDdwzLk3HBhYscQ,Kaitie,33,3.97
6908,Cp4pUzlmrKWUZ_ZYjH-OhA,Ashley,25,3.84
6909,Fro7kT7XzZGaszcVQOlc6Q,Shawna,28,4.03
6910,I0NHYWgues8bfN1icwRvuQ,D,416,3.28
6911,NXnWmsyvBx8hjmCTFROt2Q,Michelle,315,3.83
6912,t_znIa42m-LwzIg37X_uNw,Carlos,26,4.48
6913,ne1E3sz4-LeBAwDjXTbMUA,Zacharias,259,4.02
6914,bd1YNjJfENcrRDy6Gq_APA,Dani,57,3.7
6915,pM5B4JXeWUZmRnn20f00LQ,Morey,154,4.14
6916,NV5EoM92xLRhf1r-dD7txA,Andrea,30,4.49
6917,CoULkkk4RQ2q5yfT6ULdCw,Stacy,178,3.73
6918,LAaYMVy5XSfopa5kD2YJLg,Ally,109,4.41
6919,lZ0I_WnH5CABV4XYw1vM_A,Cynthia,87,4.27
6920,v0GriUf_2sI83GupTGE-Rw,Anna,78,4.65
6921,8yELlP49GNv4mRKJti_y3g,Erik,101,4.05
6922,a3illBerG421jXug5C5ufw,Jade,30,3.47
6923,-VWzgY7WM2e5oQI_Zl37OQ,Nancy,17,4.47
6924,mzghZZQWubFrKmcCONY8YA,Nick,227,3.82
6925,YwE_VkhMPO7a4LXQi3FfRg,Brea,129,4.17
6926,wrm0-tVo2bpUHo24ulgLgg,Parv,129,2.48
6927,dqrdUkd5RS8BQiF5k3_cXQ,Angela,297,4.06
6928,7Hkwq5rV7Gxqt0ka7n0ReQ,Lilly,109,4.61
6929,npbSXEEw_8H-mx6TmJeKyA,Melanie,40,3.52
6930,i-F7UDrmMhQtNcLK59aA_Q,Kim,184,4.27
6931,1dWpzxbEP6GxtVwZux6lHQ,Curtis,145,4.09
6932,TU35tFHxZzlN_iPpriIwxw,Nicole,20,2.13
6933,T4i2yobA0Fb5Wiv5gwuwqg,Diana,54,4.5600000000000005
6934,Q7CLP46RrFglHQEte6x2lQ,Melissa,902,4.14
6935,JYAIUB_kjvZT9vHyRAEQ1Q,Jake,98,3.5700000000000003
6936,f1I3wxxzB_3aNoIrJ-IHRQ,Serena,180,3.88
6937,m4pkdLIGvV_PKCilCOa7rA,Lisa,172,4.52
6938,iEK1xZ3cACgipw9xZuXa2A,Teah,301,4.5
6939,rQ6NiwYyyBXUWS7cG33Ggg,Daniel,29,2.81
6940,TUOAjK2k6EpBExfYGdjcBg,Julie,104,4.36
6941,9A0jpSJpb7uTizlPccAsMQ,Katie,160,4.41
6942,MRPSraUUstfAPWOHqhH8mQ,Robert,47,2.64
6943,LaO8xZB0XNoRk7OVLqg5iQ,Sam,174,2.03
6944,maSbHZfZzAvIzhu-y5svbQ,Kevin,41,2.98
6945,wjko_JEkgwydWiT-aIjKIg,April,103,3.34
6946,e72iwuVaUu8AeW_42x7qoQ,Lisa,23,4.3
6947,6ZaDrY8cpzBykaPqMkPWEQ,Samantha,43,3.18
6948,mexxpDLG4NoGVaeF0VCsog,Brandon,238,4.0
6949,HKy6zUBmA7F071gtARZ8cw,Danielle,136,4.29
6950,8fdEL70uRgt3rZkXwBuyWQ,Hernando,12,3.58
6951,d8z61FRYZzvEqjWNqS8Xlw,Claudia,74,4.5600000000000005
6952,lKMPClxRKJkTWV84jKePSw,Poonam,134,4.42
6953,ZJb03Sn_AoXc-G8P1ePpmA,Jessica,156,4.03
6954,O05LHLzkS3smT395KmesYg,Anne,222,3.77
6955,_P3iT0xeuDesi9yxTipyLw,Emily,6,5.0
6956,90mZk4DZeqwaGvbSUHbsOg,Kris,52,4.38
6957,5Y5NieHvFsWk-WZxy-CJJA,Stephanie,90,4.58
6958,Zs7Ww1RxSiueSqIBNmODIw,Abbieh,56,3.08
6959,dvg41xsMN31yfqsyfBk-Cw,Christi,139,4.5
6960,7Euh30ulJ4ZjqLh9QH5MZQ,JD,80,4.06
6961,lSA0wc9EnIndn5F3Q6RNmw,Jeanne,332,3.61
6962,xSyCWNznQNuKdzQH7_mhng,Mark,215,4.23
6963,dYghYJEeJc3ORDKNWFPvSg,Biancapella,13,3.0
6964,UXR0j0j7RPOsS8NT4pMIVA,Schahriar,191,4.13
6965,wtCreOoIkMdtdpfZN5lI7w,Diane,30,4.64
6966,DBZ1NzpLUozfhkyzRCfE3g,Kealani,215,4.5
6967,jM9eD_bmcthFWliBUnWSLA,Charles,35,4.08
6968,c5hMQkMqFG7dFxfSHnYx_w,Deanne,267,4.05
6969,njXh5tZY1OVd3o0yk0_fKg,Nildalia,44,3.96
6970,UWdOL82q9qnsSZ85f4ZQPg,Monica,123,4.19
6971,TDQuFUn2r9_AWnzTj-Mh8Q,Mishka,110,3.86
6972,TmxvsX2NUPtzOqVFhnHelA,Adam,10,2.0
6973,HPrE_5MppB97IYJaFOzcfg,Jon,10,3.36
6974,7ZyAeMSbq32GkLnFyhCT4Q,Randall,103,3.98
6975,kRWLl7x_ADHAeELt5YfDTA,Matthew,570,4.37
6976,c3JUwijGZziC2ybO34M7Kg,Kayla,54,3.73
6977,54s6FuSZNI2k8t5WqyGr1g,Michael,161,3.73
6978,qgIJ1j12wrIx3FaCOfVLHQ,Fritz,29,3.72
6979,V43Lea__yGohPwqhPK6dxw,A,113,3.08
6980,FSpB5CEp6a-ZRylJfPsZ2Q,Kayla,13,4.43
6981,2tGPNjR8iae-KHyz8bLUXg,Tingli,135,4.41
6982,iG45KccScyqvhKvC74TBNg,Steve,57,3.27
6983,bvdyM5OR9kQHl2Jegj-9bg,Alyssa,9,4.11
6984,9DZ6m4kYg3mSSGAh79objA,Arletis,6,3.0
6985,bwsPzAxmuj06dX16zhhg4A,Nicole,87,4.4
6986,89-ACKq_yuASkfQfLBKdpA,Greg,17,2.94
6987,2_mGhVsJfhUoReuQzbZCWA,Jeff,144,3.49
6988,LB_ep36A7y_9_-pWL_q3eQ,Holly,9,4.5600000000000005
6989,0xLek5Zgnp4k6nsbI66YZw,Jacqueline,234,3.83
6990,GpLt_EfpHAsVTLUTht4TQQ,Kim,28,4.0
6991,7bct8cCPswvZI0iHV6G6Vg,Matthew,17,4.76
6992,qhRMziyYAcjGgfeP31dkJw,Sienna,35,4.17
6993,ezmFWg_EoGCaUhKaLAx9BQ,Lori,36,3.47
6994,K6JokLz7VvyaDxi5PcFw1w,Richelle,49,3.15
6995,vFJlLfpFy3tLQJZTYJKCVA,Arvin,69,4.46
6996,Rdro0ZXoVNh1uNW0FvccNw,Erik,169,3.46
6997,Fs4ne7mLHXJElFat2IqzpQ,Dave,69,3.64
6998,P9FQMSwYQCy-k7fkRJTltQ,Chris,70,3.76
6999,XzmOmJftOYvhPifB_4uyCA,Mark,97,4.8100000000000005
7000,FfsO3lCUbQZAMIyCSjAODg,Dario,24,3.04
7001,WT2Tdi8O_eanGrmxnRGk-w,Haleigh,214,4.88
7002,kWrmTf5LSTy2v83aM_xy1g,Siobhan,126,3.96
7003,f8Pka5sx26vMlPdJu0xrSg,Anthony,20,5.0
7004,TFWTfVAIWn25I_t3qYWA2A,Wende',310,3.92
7005,q70099TdvQaPkmlolraFOg,Jessica,40,4.6
7006,tkPb12qLYn8Ic0Un8qdb8A,Sarah,211,4.06
7007,_nWd2KESgK-pI57x3qQ6xQ,Leah,8,1.88
7008,Pzmkm8VO09u28GDGvTX52w,Ken,41,3.82
7009,biPPinQbUEZZT6F_To-TSg,April,179,3.5700000000000003
7010,AXBsPgSbyjGkAqPLSwiTYg,Beth,884,3.59
7011,YXE3zSAof5fGmvjqTE_cgA,Jason,167,3.72
7012,c94YjpUvZX-ksIl72bkVXg,Sheri,104,3.46
7013,624CyfRzy1iRCiSyaR9eCg,Dominique,7,3.86
7014,n0iUkClauyyGApcTowCx5A,Tameka,44,2.85
7015,t-MbBRkNIR0eM_Ha2dAF0w,Joe,825,4.07
7016,iX1msXXgIPXTa6vZ6izCZQ,Kelly,275,3.95
7017,MglV_myJM46_N3zZI0_t0A,Tavis,288,3.98
7018,I06gY9An4o81XpejLWD9DA,Bill,327,3.7
7019,QNFXl_F89CgLPvkdqFzJ-w,Sanchez,122,3.22
7020,eoF0dgoRg0LigyrDmtKGqQ,Amanda,93,3.1
7021,YIFHNYE4iMOX1XTO9hh3Bg,Sonny,31,3.11
7022,9sKq-U1YHEifNZyqy2vDqQ,Brea,55,3.44
7023,VYO0TAoWSTrCVb8v-Eigzg,Hannah,22,3.59
7024,9SoX8gBRg94M2gORr-YIIg,Carol,19,4.21
7025,yR6bO_X610KIJZm2i8uOiw,Paul,52,4.07
7026,X0uHA4n4wAa_7CbLn7Onbg,Kevin,188,3.23
7027,K-2I6b1DMBX2_v9yY73U9g,Shaun,97,4.42
7028,KLh_5Z7PE4LpOHktWRuXTA,Rachel,38,4.2
7029,Y3aT-jkQAi8vrdoWcOS3ug,Kristina,144,3.72
7030,86pQYWQQUqUzlN0O-FmUHw,Jaime,166,3.49
7031,FQT2Y1EPw-pKrRyY3DLOrA,Javier,77,4.53
7032,WSnkenwrfdhW0eM_vs2Iqw,Leslie,59,4.48
7033,GgvDaphMJy8RMnaggwMQhA,Andrea,167,4.27
7034,9e9v9GBOCE-O_cIS8c1TtQ,Melanie,44,3.84
7035,tHVFAI0kemjV8Il9UjXBrw,Justin,41,4.02
7036,Iw8h2pgWT5cIx4qoslJ_-g,Amy,89,4.49
7037,GgcwIIqeUnP0-68-079YUA,Miros,29,4.28
7038,tiVhUxgIralvcQCQNS21Xg,David,209,4.05
7039,IotV2IR6jh21gPo-tSSqSA,Melody,14,1.79
7040,WV0qLdBL7UYcLA7r27z4wg,Dee,85,3.4
7041,APjjwDpBDpAB8Gv8O_KSUQ,Nick,68,2.76
7042,kuj0cETCTvYBhhGslwAR3Q,Michelle,219,4.3
7043,KJhBBzvW1j8fc5neToCPWA,Amee,38,4.0
7044,tsLCoSKFZO_vUf_-NMb6Rw,Pinky,210,4.01
7045,3z1_BfMr63EnM60N6AfQCA,PJ,208,3.75
7046,sJiMtyD_l5tRzMKV7RM4uA,Kim,70,4.87
7047,qhKK3F8DfwzAai-q_ObslA,Ruchi,132,4.07
7048,vsLxFbybAt14_JQCvM9_bA,Madeline,120,4.0
7049,XW-BonrE_YzzSgfdRD_1KA,Courtney,110,4.28
7050,Mu5xg6ZESWCp3rnryAz56Q,Jean,219,4.26
7051,wtMsdyCLai9IQ6lvFXfx8g,Richard,45,4.16
7052,H-c0rG4Dmth9Q_EajKXDLw,Liz,66,4.1
7053,0xIIhbp1ylm-WhOOBpp5Ug,Cliff,17,2.37
7054,ButtLhHofib1DRGOdZHSaA,Katie,62,3.59
7055,yQRcHq__iE2bKAa0hbplcQ,Adriene,97,3.72
7056,AwkhYiUq-KE3D3cgpX_Trg,Melinda,97,4.23
7057,vWf633qkTZN7yVaMOlHqJA,Kevin,68,2.7
7058,U_eU5AjpowI2B0P2TVtkgQ,Mary,44,3.92
7059,vcsKTnTWI7iq_peGEODiHw,Caelan,53,3.98
7060,3XNCdCZNcbFRp_0osEHCpA,K,123,3.86
7061,5nBrlBtXtWORHMd8S4PubQ,Robert,72,4.79
7062,iby-VmqnahoAiY1siXdSjA,Antanika,23,4.08
7063,PjKmaH9fDx4bT661TiKioQ,Victor,244,2.89
7064,4YKCMxYTJ1jFWBLZ7DuAoQ,Kathy,16,3.75
