,business_id,category,stars,city,name,review_count
943,3eh3fHpfOBj6agJxvjtYjQ,Sandwiches,1.5,Nashville,Subway,8
944,3epzkP3YzaufCMIwPsJaJg,Coffee & Tea,5.0,Saint Petersburg,Southside Coffee,62
945,3euS__1BAL3ETiIuecS6ZQ,Pizza,3.5,New Orleans,Theo's Neighborhood Pizza,107
946,3f6HTECaJK4vQr4VSU1xsQ,Italian,3.5,Saint Louis,Rich & Charlie's,81
947,3fWiCxhqhZlCCXLLu8paPw,Breakfast & Brunch,2.5,Narberth,Manhattan Bagel,24
948,3ftfZdQ7pqf6QUhQ6L0qpA,American (New),4.5,Metairie,Dab's Bistro,53
949,3gK2T4pGgA7R26jhDqOgwA,American (New),3.5,King Of Prussia,Marketplace Cafe,26
950,3gK2X6cZXzhmSG99nQyXzw,Mexican,2.0,Saint Louis,Taco Bell,12
951,3g_b9HxZo6EdY-v_CAylAg,Burgers,4.0,Tucson,Whataburger,7
952,3gqB-N60ePaggR3JzkRgEg,American (Traditional),5.0,Tucson,Thunder Bacon Burger,25
953,3hmjz4VDytVaPy7drmvnDw,Coffee & Tea,2.5,Indianapolis,McDonald's,6
954,3i2osEy5qFjdl8ONoDeQTw,Italian,3.5,Feasterville-Trevose,Bruno's Pizza,24
955,3iNZGbo5f2sDCkbbxvO6aQ,Desserts,3.5,Imperial,Bob's Drive-in,55
956,3isl7KHvaEbkEfNkcWMeLg,Bars,3.0,Chesterfield,Stackhouse Pub And Grill,52
957,3j08Cje2YWUuRxV60BiVFw,Breakfast & Brunch,4.0,Philadelphia,Hatch & Coop,108
958,3jH0xRZ2-znnlP7CfkKd8w,Mexican,2.5,Oaks,Moe's Southwest Grill,55
959,3jVPct5VUcngkR_-1da-oA,Sandwiches,4.5,Pottstown,Little Italy Pizza,16
960,3jfSmj2DvdsNdJm5xrlK8w,Desserts,4.0,Edmonton,Paramo Cafe,10
961,3jjwgLbdo5y7DV2S8eQbvA,Sandwiches,3.5,Franklinville,Carollo's Ristorante,56
962,3k1ntNWGAhbJ1PlDCWiQ6w,Pizza,4.0,New Port Richey,Domino's Pizza,11
963,3kCdCzbfMbpTStmrUbpfUQ,American (Traditional),3.5,Tampa,Cheddar's Scratch Kitchen,243
964,3kc7vVRl845AknJtUqGRAg,American (Traditional),4.5,New Orleans,Shawarma on the Go,227
965,3kekYyYbsDzev5y7vj6HAQ,Mexican,4.5,Tampa,Doña Kitchen,36
966,3koeM2Blt-4rEmVIJAZf8Q,Cafes,4.0,Edmonton,Woodwork,157
967,3kyxNWApJTK2AfL6IhFjFw,Bars,3.5,Chalfont,Skyline Tavern & Restaurant,31
968,3lW1gubDMpnEIlo45eUKhA,Mexican,2.5,King Of Prussia,Chipotle Mexican Grill,71
969,3lbhIJ8i-dHzMNtC-FW8tA,Japanese,5.0,New Orleans,Nagomi,24
970,3ld-M9oahBBBBaSPm-zXnw,Nightlife,3.5,New Orleans,Le Booze,21
971,3lfDs9ZkpjNSTv1IIkEsYw,Event Planning & Services,2.5,Maryville,Bella Vista Winery,19
972,3loXsBulkZSF7vlewovKXA,Burgers,2.5,Royersford,Wayback Burgers,42
973,3lsE-1hRI526KHKbeytPcg,Pizza,2.0,Philadelphia,Tower Style Pizza,144
974,3n2FIVhxAjG6fjju4wdzXw,Coffee & Tea,4.0,New Orleans,The Bean Gallery,181
975,3nHT_sqsDHlL9TopjpNRrw,Seafood,3.5,Hendersonville,Carrabba's Italian Grill,117
976,3oqf6HgS2B9l0f_9bz2ixA,American (New),4.0,Williamstown,Grindstone Restaurant,26
977,3oy9A7cOIaQsuxrtmjyxIw,Mexican,3.0,Goodlettsville,Las Palmas Mexican Restaurant,49
978,3pc7aRkKohVPRPlwDac3tQ,Nightlife,3.5,Indianapolis,Crab99 Bar & Restaurant,180
979,3qGQcQVEn8GYqkVXL-RS-Q,Coffee & Tea,2.0,Tucson,McDonald's,28
980,3qRDGcBOcfFnEfAzVLO6oA,Italian,4.5,Wilmington,Luigi Vitrone's Pastabilities Restaurant,49
981,3qceOoR52UK4XY5GFppfiA,Pizza,3.0,Avon,Papa Murphy's,9
982,3qgz5OPfl7CRa3igH4s1Sg,Coffee & Tea,4.5,East Nashville,Ugly Mugs Coffee & Tea,331
983,3qsHL1xuMPlPqQciHNYkeg,Pizza,4.5,Tucson,Anello,136
984,3rRESenaBw-AyT0Jt7eJNg,American (New),4.0,New Orleans,Junior's on Harrison,94
985,3rS9fNuUmpMdCP3AFiQKQw,Coffee & Tea,4.5,Franklin,Beyond Curry,24
986,3rfFXpIQvFmYwtXj0aQ8nQ,Japanese,4.0,West Chester,Wasabi,105
987,3rfuvMPsAWPuBcgbJfGRnA,Pizza,3.5,Philadelphia,Little Caesars,8
988,3swM60bulnut1d4AZti80Q,Nightlife,3.5,Tucson,Rockabilly Grill,37
989,3tMMCXrwxxkd-DNsCPekJw,Mexican,3.0,Seminole,Taco Bell,29
990,3tR1GRfd-0moZ8F-L6MGaA,Breakfast & Brunch,3.0,Philadelphia,Hilltown Tavern - Fairmount,25
991,3tvi-OJ_-iK1ecjzSaH-oA,Breakfast & Brunch,4.5,Santa Barbara,Hook And Press Donuts,217
992,3u1cP7H4g325tkhNE4ncbA,American (Traditional),3.0,Mount Juliet,IHOP,25
993,3u4tRuGoPfAAw36b_yO-4Q,Chicken Wings,3.0,Reno,Wingstop,113
994,3u5qUgOrgczTdCUhb0kKow,Burgers,3.0,Upper Darby,Verona Pizza,66
995,3ukUswtnbaZ4Xc5KqjaCHg,American (New),3.5,Carmel,Pizza King Of Carmel,45
996,3ulQuG_qOiN8kT3_nww0-A,Breakfast & Brunch,3.5,Tampa,The Cafe by Mise en Place,104
997,3v0tSwHXR9LhpsoGXLgsTA,Nightlife,3.5,Indianapolis,Juicy Seafood Indy,239
998,3vQ4QHK4eOw9fx8Lpz-vRw,Nightlife,3.5,Gallatin,Dos Margaritas,32
999,3wLmMcYDXWkiAjLCFAxg3w,Pizza,4.0,Edmonton,Pho Huong & Mama Pizza,31
1000,3wS3_VXNO8A7O_3FO80kiQ,Pizza,2.5,Kirkwood,Domino's Pizza,11
1001,3wo9jODQnuvBm8Gkem6qXg,American (New),4.0,New Orleans,Ruby Slipper Cafe,904
1002,3wxKriseiH9Isp5xmyBupw,Nightlife,4.0,Philadelphia,The Black Taxi,91
1003,3xEfhRaWMSTN8XcuMgBjQA,Italian,4.5,East Falls,Fiorino,361
1004,3xHkEBrXjrTrAY3vpxy23A,American (Traditional),3.0,Boise,Legends Pub & Grill,131
1005,3xJ_6qxRA0sdUm3ThCPiCw,Italian,4.0,Carpinteria,Giannfranco's Trattoria,271
1006,3xRzdVJNbUCZcqfJdi5g0Q,Chicken Wings,4.5,Tucson,Toss,30
1007,3xW7Uk_12K8qSdBctcXySA,Burgers,2.0,Cherry Hill,Wendy's,23
1008,3xwv_lWddQZ2ms4I7uK53A,Burgers,2.5,West Chester,McDonald's,13
1009,3yM-H86cdCHUGW7mwCjE6A,Sandwiches,3.0,Royersford,PrimoHoagies,33
1010,3yk9H9PPUTbPe6sXJqubaA,Sandwiches,3.0,St. Louis,St. Louis Bread,26
1011,3yyTNQtkDYOP3vsCdoFm6A,Seafood,4.0,Trinity,Christo's Family Restaurant,140
1012,3zK9LTY3TgH7nU18-dnXtA,Italian,3.5,Feasterville,Toscana 52,398
1013,3zcgbQZrglhmv7N2YY_wcg,Mexican,4.0,New Port Richey,Juan-A-Taco,17
1014,3zfXupWFqA809Cez3oQbSw,Pizza,3.0,Nashville,Roma Pizza & Pasta,34
1015,4-by_flBJX3k2U0gVfcntQ,Nightlife,2.5,New Orleans,The Boot Bar and Grill,81
1016,4-f8CCdf-rEXXSaQXM6d8Q,Chicken Wings,2.5,Saint Louis,Buffalo Wild Wings,87
1017,4-vRC6g1LOXyXXe4EfxBwg,Seafood,4.5,New Orleans,Manchu Food Store & Chinese Kitchen,190
1018,400J-ullAdPbWfLsbowJHw,Pizza,1.5,La Vergne,Papa John's Pizza,35
1019,408J0FMClRAstxyrt9wXEQ,Italian,4.0,Tampa,Caffé Paradiso,67
1020,40N6HwvUOiRvvdOfMX7wXQ,Coffee & Tea,1.0,Brookhaven,McDonald's,33
1021,40O7uKX-uAG_JDrS-OM85w,Japanese,4.5,Philadelphia,Umai Umai,488
1022,41LEg4ZgFDVnZfToxGXiGA,Coffee & Tea,4.0,Philadelphia,Federal Donuts,322
1023,41LdicYBvhBYLmDdXhB21Q,Coffee & Tea,2.0,St. Louis,McDonald's,8
1024,41b1cZSlkIBA_87-jCcXlw,Japanese,4.5,Tampa,Ebisu Sushi Shack,152
1025,41dW3laDEV0boHre1utRgw,American (Traditional),4.0,Tampa,Bubba’s 33,40
1026,42BmFLsm1YAommyVHYxV5Q,Nightlife,3.5,Tucson,Guiseppe's,323
1027,42IIF87kg1Ay4AeS6r9SOQ,Pizza,2.0,Indianapolis,Pizza Hut,19
1028,42ONI6alNLTcbvSmNtaTCg,Pizza,2.0,Franklin,Sbarro,12
1029,449No3H5g8AsuGssvy36eQ,Breakfast & Brunch,4.5,St Petersburg,The Library,585
1030,44Xh-IjWDSn7XTw1hzO50g,Sandwiches,4.5,Philadelphia,Dutch Eating Place,796
1031,45CvrxmM8rBwuV2iWHjZ_w,Sandwiches,2.5,Philadelphia,South View Pizza,32
1032,45RduxnVKS8kB1sU_p2mUQ,Burgers,2.0,Fenton,McDonald's,20
1033,45VrJplsLEo9EYMvTjBwGg,Sandwiches,4.0,Sparks,Gourmelt,197
1034,45qdGcVB516AzDYyPDiY0g,Sandwiches,3.0,Philadelphia,Subway,8
1035,465bLtUgHq0mgLCleSTLDQ,Seafood,3.5,St. Petersburg,Casual Clam Restaurant,222
1036,47PQER5Q4OVmQhVZGE5nJg,Mexican,4.5,Lebanon,Mexico Tipico,26
1037,47Xuiwsv_YsJIm7Px_mNWQ,Italian,4.0,Cherry Hill,Caffe Aldo Lamberti,335
1038,487YGb35SthVkMakBjGnxQ,Mexican,4.0,Plant City,Monterrey Taquería,119
1039,48_SDBXTR2aaU220k3hxTg,Sandwiches,4.5,Darby,Frank's Steak Shop,5
1040,48s0jy9g6XneTAS2LL8Ytg,Burgers,1.5,New Orleans,Burger King,15
1041,499j2YBfJuZLgNOk7SzFCA,Burgers,1.5,Marrero,McDonald's,7
1042,49C1QPz9uxD-UyuYwgPhBA,Bars,4.0,New Orleans,Deanie's Restaurant & Bar,53
1043,49n_49WxVQCj-h3wxRmJcw,Pizza,3.0,Boise,Papa Murphy's,5
1044,49v1EM5ao88mJ-d79dwPVQ,Sandwiches,4.0,Collegeville,Gennaro's II - Chicago Style Pizza & Grill,34
1045,4ABQAbdbd7jx5ZEhLFn2HQ,Mexican,3.0,Arnold,Chili's,41
1046,4AFrfZJwneZdIBz2IvvA5A,Seafood,4.0,Wood River,Long John Silver's,6
1047,4A_1kNLFVYmQ-zfz93huBg,Bars,3.5,Saint Louis,Tequila Mexican Restaurant,97
1048,4AqJo7d-pQ4kVZXhHL3_kA,Sandwiches,3.5,Collegeville,Corner Cafe 29,87
1049,4BWK_TegPTxcLj9PV4GVhQ,Italian,4.0,Pennsauken,Montegrillo Pizza & Restaurant,38
1050,4Bhue2HOSheK-vxN_W6VzQ,Mexican,4.5,Wayne,Buena Vista Mexican Restaurant,43
1051,4C0xj95V8-Mp14OixoTUZA,Bars,3.5,Wilmington,El Maya Mexican Grill,74
1052,4C8l_E3E3bv3napG0PDooA,Bars,4.5,St Louis,BooCoo,21
1053,4D-GG9h3jv1FJ3DJtHkzKg,Pizza,3.5,Norristown,Isaak and Steves Pizza,12
1054,4D7QDfPOsSPfKxBi3gs_qQ,Pizza,4.0,Santa Barbara,Olio Pizzeria,622
1055,4DEO0nDjhS6DifyFP7yJNA,Nightlife,4.5,New Orleans,Betty’s Bar & Bistro,46
1056,4DGJbaaFuCPJ8L4YJCR29w,Chicken Wings,3.5,Harvey,August Moon,138
1057,4DJLDRWdfl0OsEcbS2_nHA,American (Traditional),3.5,Nashville,Lucky's  Bar & Grill,13
1058,4DTGsmjExLNCOZlXuqXL2g,Seafood,4.0,New Orleans,Boiling Pot,22
1059,4EbwDR58_1Lm54Oru_Dfxw,Nightlife,4.0,Saint Louis,Cafe Telegraph,240
1060,4EffIBpRHXJP0mNZeRAYvA,Coffee & Tea,4.5,Wilmington,Pinji's Cafe,33
1061,4EnrhurqLawOwHTV46-0AQ,Italian,4.0,Clearwater,King's Pizza,224
1062,4Env6uGYxMhXFKPfcuzUuQ,Chicken Wings,3.0,Philadelphia,LOVE Grille,72
1063,4Fz3rbXTDRjR7AOvkbc29w,Burgers,1.5,La Vergne,Burger King,9
1064,4GldHei4idRj8YY4mRUTJg,American (Traditional),4.5,New Port Richey,Melt'd,28
1065,4H6KdEMRlSrpFktX2k5gxg,Sandwiches,4.0,Creve Coeur,Pickleman's Gourmet Cafe,79
1066,4HMXL85u_wX0WEHucVkI6A,Burgers,3.5,Creve Coeur,Dave & Tony's,178
1067,4HcQ-qSDjt1tgo6ZIAuoCw,American (Traditional),4.5,Westville,Lorenzos Cabana,33
1068,4Hyfm0Ly3yo96RJTVShTIA,American (Traditional),3.5,St. Petersburg,Texas Roadhouse,209
1069,4IMSkfal96Ik5UmoAMohzw,Burgers,3.5,Reno,Fat Cat Bar & Grill,368
1070,4ITdyOXxEPUIqVcHs9GPIA,Steakhouses,2.5,Turnersville,Outback Steakhouse,53
1071,4JQ0hePJAlBepDzb20_32g,Nightlife,3.5,Ruskin,Beanie's Bar & Sports Grill,80
1072,4JjrfHvcKzfra3YAWHa7qg,American (Traditional),4.5,Media,Garden Cafe,31
1073,4Jn1wie7bOALMpHZlS42sg,Burgers,4.5,Kingston Springs,Fillin' Station,29
1074,4K-6ZbfA8WW79x_rCof92g,Sandwiches,3.5,Joelton,Subway,5
1075,4KH6DlFi25Fx1-hlSF7ViA,Nightlife,4.0,Cherry Hill,The Capital Grille,259
1076,4KJGnr4UB_0K4G4H6Y5YLQ,Salad,4.5,Warminster,Oven Brothers,62
1077,4KscCdMdkfSZZOn1qQOxzA,American (Traditional),3.5,Tampa,Glory Days Grill,126
1078,4L7dHzx3QWJB4v2bDN17SQ,Seafood,4.5,Seminole,Aloha To Go- Hale,61
1079,4LlIhDD1Li5nNA2PHIWZ2A,Breakfast & Brunch,3.0,Kenner,Waffle House,18
1080,4LrN3iUtjMXUxilzE_xMVw,Coffee & Tea,1.0,St. Louis,McDonald's,31
1081,4LuzS6VevvwSmB71KbGyVQ,American (Traditional),3.0,Mount Juliet,Waffle House,29
1082,4MD7QPmJxr_IJKNjoHNmSg,Pizza,2.5,Antioch,Steak Plus Pizza,50
1083,4MJE_Su0_gQ1Z9giIYyPqg,American (New),2.5,Tampa,Soho Saloon,112
1084,4MY3w1Spq0LFxLKmIkGRWg,Nightlife,4.5,Tampa,Lowry Parcade & Tavern,96
1085,4MgoxUgOROSu1k8kdF3JvQ,Breakfast & Brunch,3.0,Reno,IHOP,113
1086,4NCwkUlZc7eJs5bTVeeR4A,Nightlife,3.0,Hernando Beach,Sunset Grille of Hernando Beach,11
1087,4NODP2Tmm1bpbYS7gOrXwQ,Nightlife,3.0,Harrison Township,Tomato on Main,10
1088,4NlSpFSdeexT30ZJ_Rabxw,Italian,4.0,New Hope,"DiNapoli's Italian Market, Restaurant and Catering",166
1089,4Npws3Svn4Al4_bpvTMXZA,Sandwiches,2.5,Philadelphia,PrimoHoagies,21
1090,4NxxCjnt0Q-52Xx9sorUiQ,Italian,4.0,St Albert,SanRemo Italian Bistro,27
1091,4OLzI9PLO01aU264zh_c3w,American (New),4.0,Reno,Crazy D's Hot Chicken,388
1092,4PNbb1vePA_uAzVGzN4zew,Sandwiches,4.0,Edmonton,Sandwich & Burger Patch,10
1093,4PRhi-UMgAOlBjU36PYBqQ,Breakfast & Brunch,3.5,Spring City,Spring Ford Diner,59
1094,4PfDVXUiHTslBmKpp1Ckiw,Breakfast & Brunch,1.5,Nashville,Shoney's Restaurant,46
1095,4PyqPHAiFopyZZlLcLQuVg,American (Traditional),4.5,Philadelphia,Doliva Evoo Pizza & Grill ,83
1096,4Q-NBFLKZij0_B6wuvbgbg,American (Traditional),3.5,Colmar,The Red Cedar Grill and Cocktails,194
1097,4QFqi8w3rlZTcc5LXKyPJw,Chicken Wings,4.0,View,Chris' Pizza Village Pleasant View,31
1098,4QMIJJWQOh7zpEwOXhFJqw,Italian,4.5,Tucson,Renee's Tucson,638
1099,4QeHIdYwzBIB2HS_MB60iA,Chicken Wings,1.5,Tucson,KFC,65
1100,4RH0A9i8L_Ak5JzxLRzykg,Nightlife,2.0,Fishers,Buffalo Wild Wings,121
1101,4RLS-xn9hHxm8-HTLXf8Og,Mexican,4.0,Verdi,Maria's Mexican Restaurant,97
1102,4RNZxB_UfRY6xmCHGwd18Q,Mexican,4.0,Valrico,La Villa Mexican Grill,199
1103,4RReO7vPSXqGty_U0XAOKQ,Burgers,2.0,Garden City,Burger King,7
1104,4RUl29acC5yHA4sJH294HA,Chicken Wings,2.5,Tampa,Hungry Howie's Pizza & Subs,9
1105,4RnSN4oamiATCEpEI3UHlQ,American (New),3.0,Riverview,Beef 'O' Brady's,56
1106,4SXaGSvFfz870jntat6ueQ,Italian,4.5,Boise,Main Street Deli,44
1107,4SZCNz30VKLesMvW_zAs7Q,Bars,4.5,Edmonton,Three Vikings,29
1108,4SedBckKvzB8HAsqJJE9wg,Italian,4.5,Nashville,Kebab Gyros Greek & Italian Food,26
1109,4SneIG3-02kRCgQx-hu51Q,Steakhouses,4.0,Langhorne,J B Dawson's Restaurant & Bar,256
1110,4SyXyNuZ-pKKUPoAtlXuVA,Chicken Wings,3.0,Downingtown,Texas Roadhouse,88
1111,4TSgCproIbMbazNiO5MN_g,Coffee & Tea,4.5,Smyrna,Bella Vista Coffee Shop,79
1112,4TleqRlbwgXcIgz33HjLJQ,Coffee & Tea,3.5,Wayne,Nudy's Eastside Café,224
1113,4TsGea1wyy71w-3Uh8G5mQ,American (Traditional),3.0,Nashville,The Nashville Tap House,9
1114,4U8tToDb49xGDzWfn5TPaA,Salad,3.5,Riverview,Datz,185
1115,4UDm69SbXGjjlbVVy3GNcQ,American (New),3.5,Blue Bell,Blue Bell Inn,295
1116,4UNrSbCu7rFsMOcU966a8g,Pizza,4.0,Tucson,Papa Murphy's,12
1117,4UPvZxPM7kXZH_1_UrfsFw,Nightlife,3.5,Madeira Beach,Bamboo Beach Bar & Grill,159
1118,4VyNWp0bMaD_i_QdKQH0fg,Salad,3.0,Indianapolis,Panera Bread,67
1119,4WWxTisW97Ks7r06Exxx2A,Burgers,2.5,Odessa,McDonald's,16
1120,4WdDY97x4GdMYtyk1KQMnw,Cafes,4.5,New Orleans,Lilly's Cafe,777
1121,4XDoDb7D8j0WWb8EDC1ljA,Nightlife,3.5,New Orleans,Galaxie,41
1122,4XJjKRpkqLlErQ6brEeKHA,American (Traditional),3.0,Pennsauken,Penn Queen Diner,70
1123,4XoibI-5xK3uI7x40_X5BA,Pizza,3.5,Clearwater,Billy Bricks - Clearwater,10
1124,4YhWOsCkrwdTCGkt_WqOkg,Bars,2.5,Edwardsville,Big Daddys - Edwardsville,28
1125,4YuwWse2kGDy-zB8phvyiA,American (Traditional),3.5,Clearwater,The Brown Boxer Southbeach,85
1126,4_-EWwIZ0oCtjCzTEGMNAQ,American (Traditional),4.0,Clearwater Beach,Marina Cantina,447
1127,4_CMbZf-GYd8CIPsf5cbuA,Pizza,3.5,Indianapolis,Marco's Pizza,10
1128,4_DxnK_mefQ5KL5DF3MkJQ,Nightlife,4.5,Reno,Abel's Del Real Pub & Grill,60
1129,4_R14gYh8Qn4yZhyrMezvA,American (Traditional),4.5,Indianapolis,Chef D's Breakfast,70
1130,4_W5pstoN1166TGjjPOrMg,American (Traditional),4.0,Philadelphia,Prohibition Taproom,618
1131,4_lMdBUSjtPFMGRSYBjT3Q,Mexican,4.0,Wayne,Lumbrada,128
1132,4_u6ikFiy1MMwPA9ZDkuXQ,American (New),4.5,Philadelphia,Ember & Ash,35
1133,4a5L98EcwuezQT4A__onew,Pizza,3.0,Woodstown,Papa Luigi Pizzeria,23
1134,4as24kU1IGM92cwzOP-2kw,Burgers,2.0,Indianapolis,Burger King,5
1135,4bNFWpQtS5PtfjXuxTc-GQ,Coffee & Tea,5.0,Maryland Heights,The Foundry Bakery,185
1136,4bxby6xcP1iP8oXrdvsW7w,Seafood,3.5,Lansdale,Main Street Pizzeria & Grille,51
1137,4cPMTfzcUHCZ8cfIn_yowQ,Burgers,3.5,Tucson,Nevada Smith's Saloon,61
1138,4caDWodT3H9v4ekwCsh6oQ,Breakfast & Brunch,5.0,Harleysville,Sammy’s Bullfrog Cafe,87
1139,4dMbNkFf9BLgTuvwdjrurw,Italian,4.5,Westmont,Severino Pasta Company,37
1140,4e7imilW2nzFkgNjqq0aNQ,Breakfast & Brunch,3.5,Souderton,Hometown Family Restaurant,7
1141,4epAhj-ES7h179d3ZTrQmA,Sandwiches,3.5,Pinellas Park,Colonial Corner Hoagie Shop,27
1142,4f-9FJn6SMRQwsI7bPKGRQ,Pizza,2.0,Ridley Park,Domino's Pizza,29
1143,4fSx_kno0HeGHwkFwO6TPQ,Burgers,3.5,New Orleans,Shake Shack,63
1144,4fUrcm8sFSprCbHqa8pdog,Seafood,3.0,Nashville,Jimmy Kelly's Steakhouse,323
1145,4fdxbcCfEIwRbfvbM5R4TQ,American (New),3.5,Edmonton,Original Joe's Restaurant & Bar,35
1146,4gu8bjsgJoZrilDr_u3pEg,Seafood,3.5,New Orleans,We Dat's Chicken and Shrimp,301
1147,4gvAsj8NRTla82aSBzGytw,Steakhouses,3.5,Philadelphia,Steve's Prince of Steaks,176
1148,4gz6JurOLglDSf5pH4z1kw,Breakfast & Brunch,3.5,Saint Louis,Waffle House,16
1149,4h4Uskb7B8OTI7oDR7wImQ,Sandwiches,4.0,Goleta,Mesa Burger - Goleta,106
1150,4h7LohcAIj--xLHiF6ydzA,Burgers,1.5,Camby,McDonald's,27
1151,4hS_-EoNthSzCOWPdjIDgQ,Pizza,1.0,Chester,Ginos Pizza,6
1152,4haxff8tRSzRau5ndCCjrQ,Burgers,1.5,St Petersburg,Checkers,15
1153,4hhC-WUKaI-g4QoZEK7yig,Nightlife,3.0,Millstadt,Reinhardt's Restaurant,13
1154,4hrG_t1YmpipaKiE4Caq7w,Pizza,3.5,Delran,Pizza Amore,57
1155,4hwmCBtmeMmB3UYeSewdPA,American (Traditional),4.0,Clearwater,Sunset Grill,185
1156,4i1to26tzHGWDpquEeazwg,Breakfast & Brunch,4.0,Philadelphia,Lee's Breakfast,10
1157,4iAVzKDdK2j7GJK6ZK6Gtg,Nightlife,3.0,Kirkwood,Mike Duffy's Pub & Grill,79
1158,4iYB8jENVioyEaZMlKPtOg,Italian,2.5,Edmonton,Zambelli's Prime Rib Steak & Pizza,26
1159,4ihK-CfFXNVIxN_twd63ZQ,Seafood,4.5,Indianapolis,Raw Bar By Slapfish,26
1160,4iu7fFErsz7LS298z4bk8g,Seafood,3.5,Wayne,R & G's Ping Pong,230
1161,4jkH3istYst8zxLxb-QVmg,Mexican,3.0,Tucson,La Parrilla Suiza,340
1162,4klH4lQI8DneBUqLP0vHvw,Coffee & Tea,3.5,New Orleans,Grandad's General Store,11
1163,4kzHY2gNaEtwMMdwR0PQ_g,Mexican,4.5,Boise,Taco Veloz,29
1164,4lVR4qfWaX-wn1v4EakF8A,Pizza,4.5,Wilmington,Barcelona Pizza,28
1165,4lkbbB4y_kaoPdDxq0F3Hw,Coffee & Tea,3.0,Manchester,Starbucks,22
1166,4lm1dUvP7GPgyJqUlLxcYg,Mexican,4.0,Saint Louis,Taqueria Durango,200
1167,4mGnHfvwjE6P-vuKowHzCQ,Nightlife,4.5,University City,Taco Buddha,282
1168,4nkbXXzgUn-tViXzuoKR1Q,Bars,4.0,Tucson,Johnny Gibson's Downtown Market,115
1169,4nmkKn0N8XaXgMeWE2mwNA,Bars,3.5,Indianapolis,Kitley Inn,6
1170,4o6wBoDias3_qfTrOZ-Y8g,Bars,3.5,Saint Petersburg,Courigan's Irish Pub,70
1171,4pFrE7xGdLStUXWvs_-b7Q,Seafood,4.0,New Orleans,Peewees Crabcakes On The Go,103
1172,4pt7e4SNv9DGkqNSER-OWQ,Salad,2.5,Boise,Chicago Connection - Overland,17
1173,4pyR9gY74U0cRWZDB9C6Cw,Sandwiches,1.5,Philadelphia,Dunkin',26
1174,4qG7aFq9-45830OfYt7gCA,Cafes,4.0,Philadelphia,Radicchio Cafe,309
1175,4rMUoAD4OylA9e-ED05Zzg,Salad,4.0,Prospect Park,New London Pizza,45
1176,4rvAW2dFV24sdGcOLWcU5w,Seafood,4.5,New Orleans,The Bower,41
1177,4sZIVBorK9nyLbK551FBHA,Event Planning & Services,2.5,Indianapolis,QDOBA Mexican Eats,42
1178,4sZjZyAoeboRS3CNfMqp_A,Sandwiches,3.5,North Wales,Franconis Pizzeria,50
1179,4szMVHmGXodrVGw4Zhev9g,Mexican,4.5,Nashville,Bartaco,1447
1180,4t55NRl2MbtM7I_yFca6fQ,Steakhouses,2.5,Edmonton,Roman Steak & Pizza,9
1181,4tMDxwPVl0KqCrYqn733nw,Mexican,4.5,East Alton,Casa Romero,22
1182,4tU9hlfzrCpcGWTIm-OKVA,Breakfast & Brunch,3.5,Philadelphia,Rouge,495
1183,4tggaX0XrqYEaJOBFCcD5A,Sandwiches,4.0,Hendersonville,Sax Deli & Grill,119
1184,4uWtKkDtDiZcmBDCsBMI_w,Mexican,3.0,Antioch,Las Palmas Mexican Restaurante,30
1185,4uzuz9ISwqDOsjiqaA50MQ,Event Planning & Services,4.5,Port Richey,Robert's Smokin' BBQ,187
1186,4vLJd8N3wy_Q_wu_DZuRag,American (Traditional),4.5,Tampa,New York Bagel & Bean,111
1187,4vNanaDGNn8TMkYdPWCQJQ,Pizza,1.0,Indianapolis,Papa John's Pizza,7
1188,4wdZ1PmysPd8CSe0-omVbg,Nightlife,3.0,Perkasie,The Ram,42
1189,4wep1OfeJbpz0DvBsoDdVg,Bars,4.5,Edwardsville,Peel Wood Fired Pizza,357
1190,4wq9bzoCe3Mh0cPbYH1eDg,Steakhouses,4.0,Philadelphia,Max's Steaks,679
1191,4xV3C_5VXQzAAYGIwJ_4dg,American (New),4.0,New Orleans,Lotus Bistro,70
1192,4xsB0nDdU2HPQcRGiDuRoA,Bars,4.5,Nashville,Otto's,20
1193,4xsJN2FuB94w9rMoMo6XFQ,Mexican,4.5,Saint Louis,Spare No Rib,257
1194,4xsfnA6lXXa5dgqOxiubdQ,Burgers,4.5,Tucson,Little Love Burger,16
1195,4xupjIXMB2E5th2YkThFcw,Nightlife,3.5,Indianapolis,Bert and Den's Grille,22
1196,4y5nCB6NWXRpjL8Spo1iuw,American (New),3.5,Sellersville,The Horse Tavern & Grill,58
1197,4yBncLTAiYMFB3iXF1wYKQ,Mexican,3.5,Indianapolis,Birrieria Andrade Estilo Jalisco,6
1198,4yKv0SEpuJDHECFinhifWQ,Steakhouses,3.0,Boise,Quinn's Restaurant & Lounge,75
1199,4yjaqNoc3fdzbTaFh8ULaw,Pizza,4.0,Clearwater,Monty's Pizza,74
1200,4ykhWI_bbzMg2ZXKxxSeGg,American (Traditional),3.5,Tucson,Culver's,94
1201,4yuztwDxmAlzXZ9isFwrmw,American (Traditional),3.0,Hendersonville,Waffle House,18
1202,4z-7YMw9_YMszg2oETuKbw,Sandwiches,2.0,St Louis,Subway,11
1203,4z9wZ6zWM3RZCwKi9Nl1DQ,Nightlife,4.0,Tampa,Beaune's Wine Bar,12
1204,4zNPPQdrN6qgD4AT6gHysQ,Nightlife,4.0,Greenwood,Bar Rev,14
